1e-20	0.8472551110134161
1e-19	0.8472551110134161
1e-18	0.8472551110134161
1e-17	0.8472551110134161
1e-16	0.29214359870083784
1e-15	0.014587842544548812
1e-14	0.0020655028248286467
1e-13	0.00040016828789091186
1e-12	1.1590229272107067e-05
1e-11	4.879990258555011e-07
1e-10	6.711248645707713e-08
1e-09	1.1601335225819298e-08
1e-08	5.05201014355805e-09
1e-07	5.600653274484557e-11
1e-06	5.600653274484557e-11
1e-05	1.6158074878092066e-11
0.0001	1.412263417321924e-09
0.001	1.412091596986187e-07
0.01	1.4120847911858192e-05
0.1	0.0014113859738463796
1	0.13431451836543318
10	0.8933475776834376
100	0.8515453197881344
1000	0.846554533096508
1.0000000000000003e-11	4.879990256334565e-07
2.0000000000000005e-11	2.287558535929435e-06
3.0000000000000006e-11	1.3623726820011228e-06
4.000000000000001e-11	8.997797551479891e-07
5.0000000000000015e-11	6.222239989917e-07
6.000000000000001e-11	4.3718682818383314e-07
7.000000000000002e-11	3.050174205432299e-07
8.000000000000002e-11	2.058903647572663e-07
9.000000000000003e-11	1.2879154365208478e-07
1.0000000000000003e-10	6.711248667912173e-08
1.1000000000000003e-10	1.6647803802172234e-08
1.2000000000000003e-10	2.540609878032285e-08
1.3000000000000004e-10	6.099016991445438e-08
1.4000000000000003e-10	9.149080260062448e-08
1.5000000000000005e-10	1.1792468401772283e-07
1.6000000000000004e-10	1.4105433043809512e-07
1.7000000000000003e-10	1.6146284198548244e-07
1.8000000000000005e-10	1.7960374099068588e-07
1.9000000000000004e-10	1.958350718256341e-07
2.0000000000000006e-10	2.104432694771674e-07
2.1000000000000005e-10	2.2366021024122773e-07
2.2000000000000007e-10	2.3567561091564215e-07
2.3000000000000006e-10	2.4664619424630274e-07
2.4000000000000005e-10	2.567025622068897e-07
2.5000000000000007e-10	2.6595442070842523e-07
2.600000000000001e-10	6.099016991445438e-08
2.7000000000000005e-10	7.68053128874513e-08
2.8000000000000007e-10	9.149080260062448e-08
2.900000000000001e-10	8.62542629542773e-08
3.000000000000001e-10	6.711248679014403e-08
3.1000000000000007e-10	4.9205663654738885e-08
3.200000000000001e-10	3.241801715958559e-08
3.300000000000001e-10	1.6647803802172234e-08
3.4000000000000007e-10	1.8052498385046079e-09
3.500000000000001e-10	1.2189157905240222e-08
3.600000000000001e-10	2.5406098669300547e-08
3.700000000000001e-10	3.790861025088077e-08
3.800000000000001e-10	4.975309486621171e-08
3.900000000000001e-10	6.099017002547669e-08
4.000000000000001e-10	7.166539139902284e-08
4.100000000000001e-10	8.181987032340743e-08
4.200000000000001e-10	9.149080260062448e-08
4.300000000000001e-10	1.0071192402261175e-07
4.4000000000000013e-10	1.0951390361224611e-07
4.500000000000001e-10	1.1792468412874513e-07
4.600000000000001e-10	1.259697784972147e-07
4.700000000000001e-10	1.3367252837959143e-07
4.800000000000001e-10	1.4105433043809512e-07
4.900000000000002e-10	1.481348343990163e-07
5.000000000000001e-10	1.5493211824590958e-07
5.100000000000001e-10	5.261744739915031e-08
5.200000000000002e-10	6.099016991445438e-08
5.300000000000001e-10	6.904694083154084e-08
5.400000000000001e-10	7.68053128874513e-08
5.500000000000002e-10	1.6647803802172234e-08
5.600000000000001e-10	7.636253185339115e-09
5.700000000000001e-10	1.0591025834116863e-09
5.800000000000002e-10	9.454618421500527e-09
5.900000000000001e-10	1.7565540688657677e-08
6.000000000000002e-10	2.5406098669300547e-08
6.100000000000002e-10	3.298958928255047e-08
6.200000000000001e-10	4.0328451245130736e-08
6.300000000000002e-10	4.743433323906032e-08
6.400000000000002e-10	5.4318156639254767e-08
6.500000000000001e-10	6.099017002547669e-08
6.600000000000002e-10	6.746000114077333e-08
6.700000000000002e-10	7.37367030767544e-08
6.800000000000001e-10	8.343929580600928e-08
6.900000000000002e-10	7.515758104759129e-08
7.000000000000002e-10	6.711248667912173e-08
7.100000000000002e-10	5.9294014698174635e-08
7.200000000000002e-10	5.169272243588097e-08
7.300000000000002e-10	4.429968480934576e-08
7.400000000000002e-10	3.710645901655596e-08
7.500000000000002e-10	3.010505256195728e-08
7.600000000000002e-10	2.3287893613499477e-08
7.700000000000002e-10	1.6647803802172234e-08
7.800000000000002e-10	1.0177972575853289e-08
7.900000000000002e-10	3.871934550758738e-09
8.000000000000002e-10	2.2764523599505537e-09
8.100000000000002e-10	6.025925813890609e-08
8.200000000000002e-10	5.357318144660894e-08
8.300000000000002e-10	4.704821521261948e-08
8.400000000000002e-10	4.067860515100108e-08
8.500000000000003e-10	3.445886831432432e-08
8.600000000000002e-10	9.293162683832179e-08
8.700000000000002e-10	8.62542629542773e-08
8.800000000000003e-10	7.972865745387026e-08
8.900000000000002e-10	7.33496946514478e-08
9.000000000000002e-10	6.711248667912173e-08
9.100000000000003e-10	6.101236016409217e-08
9.200000000000002e-10	5.5044845126417385e-08
9.300000000000002e-10	4.9205663654738885e-08
9.400000000000003e-10	4.349072024734113e-08
9.500000000000002e-10	3.7896091265032794e-08
9.600000000000002e-10	3.241801715958559e-08
9.700000000000002e-10	2.7052892925816252e-08
9.800000000000003e-10	2.17972612182038e-08
9.900000000000003e-10	1.6647803802172234e-08
1.0000000000000003e-09	1.1601335447863903e-08
yp0=0.8472551110134161
h0=1e-05
h1=0.001
R0=1.6158074878092066e-11
R1=1.412091596986187e-07
R2=4.218847493575595e-15
R3=7.553979664010058e-11
p=1.999998853899804
