[0,1]	0.0	0.0	0.01999866669333308	0.01999866669333308
[1,1]	0.001	0.0009999998333333417	0.020998466532516455	0.019998466699183114
[2,1]	0.002	0.0019999986666669333	0.02199826537213314	0.019998266705466207
[3,1]	0.003	0.002999995500002025	0.022998062212616438	0.019998066712614414
[4,1]	0.004	0.003999989333341867	0.023997856054399656	0.01999786672105779
[5,1]	0.005	0.004999979166692708	0.0249976458979161	0.01999766673122339
[6,1]	0.006	0.0059999640000648	0.02599743074359908	0.01999746674353428
[7,1]	0.007	0.006999942833473391	0.026997209591881906	0.019997266758408516
[8,1]	0.008	0.007999914666939733	0.027996981443197882	0.01999706677625815
[9,1]	0.009000000000000001	0.008999878500492076	0.02899674529798031	0.019996866797488237
[10,1]	0.01	0.009999833334166664	0.029996500156662508	0.019996666822495845
[11,1]	0.011	0.010999778168008754	0.030996245019677775	0.01999646685166902
[12,1]	0.012	0.011999712002073594	0.03199597888745942	0.019996266885385826
[13,1]	0.013000000000000001	0.01299963383642743	0.03299570076044075	0.019996066924013317
[14,1]	0.014	0.013999542671148512	0.03399540963905508	0.019995866967906565
[15,1]	0.015	0.01499943750632809	0.0349951045237357	0.019995667017407612
[16,1]	0.016	0.015999317342071415	0.03599478441491592	0.019995467072844508
[17,1]	0.017	0.01699918117849873	0.03699444831302907	0.01999526713453034
[18,1]	0.018000000000000002	0.01799902801574628	0.03799409521850843	0.019995067202762153
[19,1]	0.019	0.018998856853967315	0.038993724131787325	0.01999486727782001
[20,1]	0.02	0.01999866669333308	0.03999333405329905	0.01999466735996597
[21,2]	0.021	0.02099845653403382	0.040988524126279104	0.019990067592245284
[22,2]	0.022	0.02199822537627977	0.041987693067823816	0.019989467691544045
[23,2]	0.023	0.02299797222030218	0.0429868400125014	0.01998886779219922
[24,2]	0.024	0.02399769606635429	0.04398596396154492	0.019988267895190634
[25,2]	0.025	0.024997395914712332	0.044985063916187513	0.01998766800147518
[26,2]	0.026000000000000002	0.025997070765676544	0.04598413887766224	0.0199870681119857
[27,2]	0.027	0.02699671961957215	0.046983187847202214	0.019986468227630064
[28,2]	0.028	0.02799634147675039	0.04798220982604051	0.01998586834929012
[29,2]	0.029	0.028995935337589488	0.04898120381541024	0.019985268477820752
[30,2]	0.03	0.02999550020249566	0.04998016881654448	0.019984668614048823
[31,2]	0.031	0.030995035071904133	0.05097910383067634	0.019984068758772205
[32,2]	0.032	0.03199453894628012	0.0519780078590389	0.019983468912758783
[33,2]	0.033	0.03299401082611982	0.05297687990286527	0.01998286907674545
[34,2]	0.034	0.03399344971195145	0.05397571896338854	0.01998226925143709
[35,2]	0.035	0.034992854604336196	0.0549745240418418	0.0199816694375056
[36,2]	0.036000000000000004	0.035992224503869255	0.055973294139458125	0.01998106963558887
[37,2]	0.037	0.036991558411180805	0.056972028257470636	0.01998046984628983
[38,2]	0.038	0.03799085532693703	0.057970725397112406	0.019979870070175376
[39,2]	0.039	0.038990114251841096	0.05896938455961656	0.019979270307775465
[40,2]	0.04	0.03998933418663416	0.059968004746216164	0.019978670559582003
[41,3]	0.041	0.04098851413209637	0.06096218685689761	0.019973672724801238
[42,3]	0.042	0.04198765308904786	0.061960326246115804	0.019972673157067945
[43,3]	0.043000000000000003	0.04298675005834977	0.06295842364953158	0.019971673591181814
[44,3]	0.044	0.043985804040905185	0.06395647806957729	0.0199706740286721
[45,3]	0.045	0.044984814037660234	0.0649544885086853	0.019969674471025073
[46,3]	0.046	0.045983779049604996	0.06595245396928802	0.019968674919683023
[47,3]	0.047	0.04698269807777454	0.06695037345381777	0.01996767537604323
[48,3]	0.048	0.047981570123249925	0.06794824596470699	0.01996667584145706
[49,3]	0.049	0.04898039418715918	0.06894607050438799	0.019965676317228807
